MSA_Short_Name,Population,Hospitals,Beds,Confirmed,Deaths,Growth_Classification,Exp_Daily_Growth,Linear_Daily_Growth,New_Cases_As_Text,CPB_April_2,CPB_April_3,CPB_April_4,CPB_April_5,CPB_April_6,CPB_April_7,CPB_April_8,CPB_April_9
Birmingham,1090435,21,5493,551,14,Rebounding,NaN,6.88888888888889,20  11  57  44  39  28  59  14  29  27  36  56  40,0.0495175678135809,0.0511560167485891,0.0540688148552703,0.0502457673402512,0.0524303659202622,0.0526124158019297,0.0580334567226976,0.0590650727188138
"Iowa City, IA",173105,5,1485,143,2,Tapering,NaN,0.111111111111111,3   3   8   8  12   3   6  10   9  13   6  10  17,0.0356902356902357,0.0397306397306397,0.0464646464646465,0.0451178451178451,0.0464646464646465,0.0498316498316498,0.0553684998129443,0.0589599700710812
"Watertown-Fort Drum, NY",109834,3,344,20,0,Exponential,0.161206150916573,NaN,0  1  0  2  0  2  1  4  0  1  3  3  2,0.0290697674418605,0.0290697674418605,0.0290697674418605,0.0377906976744186,0.0406976744186047,0.0465116279069767,0.0500701250532892,0.0580464956352607
"Merced, CA",277680,3,246,16,0,Rebounding,NaN,0.444444444444444,1  0  1  0  2  3  1  1  1  0  2  4  0,0.0365853658536585,0.0365853658536585,0.0365853658536585,0.040650406504065,0.0569105691056911,0.0487804878048781,0.0483288166214995,0.0578139114724481
"Savannah, GA",393353,11,1819,86,4,Exponential,0.234736202318424,NaN,0   5   1   3   3   7   1   1  10  12  11  16  10,0.011544804837823,0.017042330951072,0.0208905992303463,0.0263881253435954,0.0335349092908191,0.0373831775700935,0.044632937547765,0.0577863221996439
"Akron, OH",703479,13,3198,258,10,Rebounding,NaN,0.888888888888888,6  10   6  12  20  20  28  24  19  19  26  15  29,0.0393996247654784,0.0434646654158849,0.0462789243277048,0.0525328330206379,0.0534709193245779,0.0562851782363977,0.057883399346814,0.0572580084775207
"Wichita, KS",640218,19,1637,109,1,Rebounding,NaN,1.33333333333333,0   5   4   6   5  13   9   7   9   9  17   7  13,0.0299328039095907,0.0354306658521686,0.0378741600488699,0.0458155161881491,0.0464263897373244,0.0513133781307269,0.0525351252290776,0.0570148645896966
"Daphne-Fairhope-Foley, AL",223234,4,398,29,1,Rebounding,NaN,0.444444444444444,1  1  0  1  0  5  5  3  1  1  4  4  1,0.0402010050251256,0.0402010050251256,0.0402010050251256,0.050251256281407,0.0577889447236181,0.0603015075376884,0.0575097710776103,0.0558347292015634
"Elkhart-Goshen, IN",206341,3,406,31,3,Decreasing,NaN,-0.333333333333333,0  0  1  2  2  2  1  0  8  3  4  2  2,0.0197044334975369,0.0394088669950739,0.0467980295566502,0.0541871921182266,0.0541871921182266,0.0541871921182266,0.0541871921182266,0.0558292282430213
"Winston-Salem, NC",676008,12,2498,166,3,Decreasing,NaN,-0.666666666666667,1   3   1   3  16  16   4   6  14  37   8  31  12,0.0200160128102482,0.0252201761409127,0.0388310648518815,0.0416333066453163,0.0528422738190552,0.0512409927942354,0.0511075527088337,0.0555110755270883
Kansas City,2157990,58,8791,617,18,Tapering,NaN,2.33333333333333,15  17  24  43  33  31  40  50  67  48  59  45  82,0.0287794335115459,0.0346945739961324,0.038220907746559,0.0422022523034922,0.0424297577067455,0.0480036400864521,0.0520608197778031,0.0553596481249763
"Gadsden, AL",102268,4,739,26,3,Exponential,0.342674807141325,NaN,0  0  0  4  0  2  0  0  2  2  3  6  7,0.0081190798376184,0.0108254397834912,0.013531799729364,0.0175913396481732,0.020297699594046,0.0297699594046008,0.0391198173013186,0.0553073972679727
"College Station-Bryan, TX",264728,7,683,79,5,Decreasing,NaN,-0.666666666666667,1   4   5   7   3  11   4   2   7  10   5   4   4,0.0541727672035139,0.0629575402635432,0.0717423133235725,0.0717423133235725,0.0673499267935578,0.068814055636896,0.0571010248901903,0.0546608101512933
Grand Rapids,1077370,17,2366,211,2,Decreasing,NaN,-2.11111111111111,11   7   7  10   7  10  21  30  16  18   9  16  20,0.0435333896872358,0.0456466610312764,0.0502958579881657,0.0511411665257819,0.0536770921386306,0.0591715976331361,0.059500328731098,0.0542875927491312
Des Moines,699292,13,2040,161,1,Decreasing,NaN,-0.999999999999999,2   6   5   5   6  19  13  17  22  10  12  18  10,0.0357843137254902,0.0455882352941176,0.0475490196078431,0.0509803921568627,0.0573529411764706,0.0593137254901961,0.0555555555555556,0.0542483660130719
"Bloomsburg-Berwick, PA",83194,6,829,39,0,Tapering,NaN,0.777777777777778,0  2  1  2  0  2  1  6  0  5  5  5  8,0.0168878166465621,0.0168878166465621,0.0205066344993969,0.0253317249698432,0.0289505428226779,0.0386007237635706,0.0453022383058571,0.0541482375016754
"Huntsville, AL",471824,9,1434,156,1,Decreasing,NaN,-0.555555555555555,5   3  16  15   5  17  17  16  10   7  11  12   5,0.0655509065550907,0.0690376569037657,0.0718270571827057,0.0683403068340307,0.0662482566248257,0.0662482566248257,0.0601270726793739,0.0536184720285139
Greensboro,771851,10,2330,125,7,Rebounding,NaN,3.44444444444444,1   7   6   2  12   4  11   5  10   5  21  15  15,0.0206008583690987,0.0244635193133047,0.0236051502145923,0.0300429184549356,0.0356223175965665,0.0369098712446352,0.045445875059609,0.0524558893657606
"Kalamazoo-Portage, MI",265066,2,821,45,3,Exponential,0.170173659660358,NaN,3  0  2  5  1  4  4  5  0  6  4  6  5,0.0292326431181486,0.02557856272838,0.0328867235079172,0.0353227771010962,0.0365408038976857,0.0414129110840439,0.0458682273869867,0.051910825480306
"Brownsville-Harlingen, TX",423163,11,1596,62,0,Rebounding,NaN,3.33333333333333,0   0   1   3   3   0   7   0   6   0  11  18   7,0.0087719298245614,0.012531328320802,0.012531328320802,0.018796992481203,0.0281954887218045,0.0307017543859649,0.0423976608187135,0.051796157059315
"Sheboygan, WI",115340,2,370,20,1,Exponential,0.161206150916573,NaN,0  0  1  0  0  1  0  0  3  1  4  4  0,0.00540540540540541,0.0135135135135135,0.0162162162162162,0.0243243243243243,0.0351351351351351,0.0351351351351351,0.0411462784279229,0.0512648499960262
"New Bern, NC",124284,2,427,17,0,Exponential,0.248353894113348,NaN,0  1  0  0  1  0  1  1  1  1  4  4  1,0.00936768149882904,0.0117096018735363,0.0117096018735363,0.0210772833723653,0.0304449648711944,0.0304449648711944,0.0403325906321473,0.0503339263796611
"Grants Pass, OR",87487,1,125,12,0,Decreasing,NaN,-0.222222222222222,0  0  1  2  0  1  1  4  0  0  2  0  0,0.072,0.072,0.072,0.08,0.064,0.064,0.0577777777777778,0.0497777777777778
"Goldsboro, NC",123131,1,316,12,0,Exponential,0.244665954576957,NaN,0  1  1  0  0  0  0  1  1  0  2  4  1,0.00949367088607595,0.0126582278481013,0.00949367088607595,0.0126582278481013,0.0253164556962025,0.0284810126582278,0.0377721248573528,0.0493364558917582
"Carson City, NV",55916,3,229,10,0,Rebounding,NaN,0.555555555555556,1 -1  0  0  0  3  0  0  0  0  0  0  5,0.0131004366812227,0.00873362445414847,0.0131004366812227,0.0131004366812227,0.0131004366812227,0.0349344978165939,0.0339640950994663,0.0485201358563804
"Staunton, VA",123120,3,409,10,0,Exponential,0.4,NaN,0  0  0  0  0  0  0  0  2  1  2  2  3,0,0.00488997555012225,0.00733496332518337,0.0122249388753056,0.0171149144254279,0.0244498777506112,0.0342298288508557,0.047921760391198
"Mankato, MN",101927,2,289,18,0,Rebounding,NaN,0.555555555555556,1  0  0  1  1  0  1  1  0  0  1  0  5,0.0173010380622837,0.013840830449827,0.013840830449827,0.0173010380622837,0.013840830449827,0.027681660899654,0.0384467512495194,0.0476739715494041
"Davenport-Moline-Rock Island, IA-IL",379172,10,1822,75,0,Tapering,NaN,1.11111111111111,0   0   4   4   2   4   1   9   5  10  10  12  12,0.013172338090011,0.0159165751920966,0.0214050493962678,0.0246981339187706,0.0290889132821076,0.0345773874862788,0.039821929503598,0.0473228442492987
"Racine, WI",196311,4,715,41,0,Tapering,NaN,0.222222222222222,1  0  2  1  1  7  1  4  5  2  7  6  0,0.0237762237762238,0.0293706293706294,0.0321678321678322,0.0391608391608392,0.0461538461538462,0.0447552447552448,0.0416472416472417,0.0472416472416472
"Rocky Mount, NC",145770,3,520,23,0,Decreasing,NaN,0,0  3  0  0  0  1  0  0  7  2  1  5  3,0.00769230769230769,0.0211538461538462,0.0192307692307692,0.0211538461538462,0.0307692307692308,0.0365384615384615,0.0403846153846154,0.0461538461538462
"Casper, WY",79858,6,454,23,0,Tapering,NaN,0.111111111111111,0  1  2  2  2  0  0  2  2  3  4  2  2,0.0198237885462555,0.0242290748898678,0.0286343612334802,0.0330396475770925,0.0330396475770925,0.0330396475770925,0.0394028389623103,0.0460107684777288
"Salinas, CA",434061,4,793,57,2,Rebounding,NaN,1,3  6  4  0  0  8  4  0  4  2  6  5  4,0.0315258511979823,0.0327868852459016,0.0277427490542245,0.0302648171500631,0.0365699873896595,0.0416141235813367,0.0403530895334174,0.0453972257250946
"Palm Bay-Melbourne-Titusville, FL",601942,11,1768,72,0,Rebounding,NaN,2.66666666666667,0   2   2   2   3  10   2   3   6   1  11  13  10,0.0135746606334842,0.0169683257918552,0.0164027149321267,0.0214932126696833,0.0277149321266968,0.0316742081447964,0.0354449472096531,0.0452488687782805
San Antonio,2550960,56,8867,409,11,Exponential,0.182753537007782,NaN,13  16   3  23  32  15  18  22  14  42  31  32  95,0.0160144355475358,0.0161272132626593,0.0190594338558701,0.0222172098793278,0.0232322093154393,0.0303372053682192,0.0370752449121668,0.0450155097649157
"Rockford, IL",336116,5,984,36,1,Exponential,0.244665954576957,NaN,1  0  2  0  1  1  3  1  2  3  6  4  8,0.00914634146341463,0.0101626016260163,0.0132113821138211,0.0172764227642276,0.0213414634146341,0.0284552845528455,0.0363902178503765,0.0444826831152305
"Lewiston-Auburn, ME",108277,2,483,20,0,Rebounding,NaN,0.666666666666667,0  0  1  1  1  1  1  0  3  0  1  7  1,0.010351966873706,0.0165631469979296,0.0165631469979296,0.0165631469979296,0.0289855072463768,0.0289855072463768,0.0358868184955141,0.044168391994479
"Jackson, TN",178644,6,967,33,0,Exponential,0.239071808717105,NaN,0  2  1  1  1  0  1  0  6  2  6  7  4,0.0062047569803516,0.0124095139607032,0.0124095139607032,0.0175801447776629,0.0237849017580145,0.0268872802481903,0.0350458838548753,0.0441208534190246
"Panama City, FL",174705,5,752,23,1,Exponential,0.302145343570109,NaN,0  0  0  2  0  2  1  0  2  2  5  3  5,0.00664893617021277,0.00930851063829787,0.011968085106383,0.0186170212765957,0.0199468085106383,0.0265957446808511,0.0331773176889794,0.0438808476103328
"Coeur d'Alene, ID",165697,4,396,37,0,Rebounding,NaN,0.333333333333333,3   2   0   1   1   1  15   0   3   1   1   6   0,0.0580808080808081,0.0580808080808081,0.0555555555555556,0.0580808080808081,0.0707070707070707,0.0681818181818182,0.0732323232323232,0.0437710437710438
"Anniston-Oxford, AL",113605,4,590,21,0,Tapering,NaN,0.222222222222222,1  0  0  0  1  0  0  5  1  2  1  6  3,0.011864406779661,0.011864406779661,0.0152542372881356,0.0169491525423729,0.0271186440677966,0.0305084745762712,0.0369114877589454,0.0436911487758945
"Florence, SC",204911,9,1213,54,5,Rebounding,NaN,1.55555555555556,4   3   0   0   6   1   4   2   4   2   9   3  10,0.0164880461665293,0.0164880461665293,0.0156636438582028,0.023083264633141,0.0255564715581204,0.0288540807914262,0.0366401025922873,0.043235321058899
"Chambersburg-Waynesboro, PA",155027,3,416,27,0,Decreasing,NaN,-0.444444444444444,0  2  2  0  0  2  4  1  7  2  2  3  1,0.0264423076923077,0.0432692307692308,0.0432692307692308,0.0432692307692308,0.0504807692307692,0.0528846153846154,0.0507478632478632,0.0427350427350427
"Jackson, MS",594806,24,4954,326,3,Decreasing,NaN,-0.222222222222223,7  18  19  14  21  18  21   0  41  40  17  49  13,0.0238191360516754,0.0306822769479209,0.035123132821962,0.0347194186515947,0.0417844166330238,0.0401695599515543,0.0417619880680034,0.0427039877988606
"Tuscaloosa, AL",252047,10,1279,63,0,Exponential,0.142311913884522,NaN,2   1   6   4   3   3   2   2   7   2   9  11   4,0.017982799061767,0.0218921032056294,0.0226739640344019,0.0250195465207193,0.0304925723221267,0.0312744331508991,0.0359387416534206,0.042382501987458
"McAllen-Edinburg-Mission, TX",868707,17,2446,86,0,Exponential,0.226531520737986,NaN,0   0   5   2   2   7   9   1  10   8  16  17   7,0.0106295993458708,0.0147179067865904,0.017988552739166,0.0224856909239575,0.0286181520850368,0.0306623058053966,0.0357652129122922,0.0418547191894072
"Midland, MI",83156,1,308,17,0,Tapering,NaN,0.111111111111111,0  0  1  0  2  0  0  1  1  2  3  1  1,0.012987012987013,0.0162337662337662,0.0227272727272727,0.0292207792207792,0.0324675324675325,0.0292207792207792,0.0353535353535354,0.0418470418470418
"Texarkana, TX-AR",148761,8,928,25,1,Exponential,0.290994448735806,NaN,0  0  0  0  1  1  0  1  5  1  6  2  7,0.00323275862068966,0.00862068965517241,0.00969827586206897,0.0161637931034483,0.0183189655172414,0.0247844827586207,0.0315461866577534,0.0416666666666667
"Jefferson City, MO",151235,5,516,50,0,Decreasing,NaN,-1.44444444444444,4   1   2   2   3  11   3  12   1   4   1   0   3,0.0736434108527132,0.0678294573643411,0.0736434108527132,0.0717054263565891,0.0678294573643411,0.0678294573643411,0.0465116279069767,0.0406976744186047
"San Angelo, TX",122027,4,614,20,0,Exponential,0.220947167161569,NaN,0  1  2 -1  0  1  2  1  3  0  1  7  3,0.00977198697068404,0.0146579804560261,0.0130293159609121,0.011400651465798,0.0244299674267101,0.0293159609120521,0.0348842725459794,0.0404140711726339
"Glens Falls, NY",125148,1,410,36,0,Rebounding,NaN,0.555555555555556,0  3  1  0  8  8  5  0  0  2  1  4  2,0.0609756097560976,0.0609756097560976,0.0585365853658537,0.0585365853658537,0.0682926829268293,0.0536585365853659,0.0425474254742547,0.0401084010840108
"El Paso, TX",844124,17,2543,103,0,Exponential,0.180702108423272,NaN,2   1   6  12   0  10   4  -2  13   4  18  10  18,0.0129767990562328,0.0173023987416437,0.0184821077467558,0.0232009437672041,0.0224144710971294,0.0294927251278018,0.032879401166967,0.0399480610656789
"Visalia, CA",466195,7,2086,81,3,Exponential,0.171531959868548,NaN,4   1   0   1   2   4   5   6   8   2  29   7   0,0.011025886864813,0.0129434324065197,0.0134228187919463,0.0273250239693193,0.0302013422818792,0.0292425695110259,0.0339856609536685,0.0393918781267827
"Chattanooga, TN-GA",565194,16,2155,99,10,Tapering,NaN,1.11111111111111,5  -4  18   5   0   7   3   0  17   6  17  10   6,0.0157772621809745,0.0213457076566125,0.0259860788863109,0.0255220417633411,0.0278422273781903,0.0306264501160093,0.0335137922144883,0.0387728796081464
"Charlottesville, VA",218615,5,899,57,1,Rebounding,NaN,0.666666666666667,0   2   3   7   5  10   1   3   3   2   4   4   6,0.0344827586206897,0.0378197997775306,0.0378197997775306,0.0389321468298109,0.03559510567297,0.0367074527252503,0.032258064516129,0.0385613644790508
"Appleton, WI",237974,4,542,22,0,Tapering,NaN,0.111111111111111,0  0  2  0  0  0  2  3  3  1  3  5  0,0.0129151291512915,0.018450184501845,0.0202952029520295,0.022140221402214,0.0313653136531365,0.0313653136531365,0.0366953669536695,0.038540385403854
"Longview, WA",110593,2,279,18,0,Decreasing,NaN,0,0  0  0  4  0  3  0  4  0  0  4  0  0,0.039426523297491,0.039426523297491,0.039426523297491,0.0537634408602151,0.039426523297491,0.039426523297491,0.033452807646356,0.038231780167264
"Longview, TX",286657,9,1128,35,1,Tapering,NaN,0.666666666666667,-1  0  3  2  0  0  0  4  0  7  4  6  7,0.00709219858156028,0.00797872340425532,0.0141843971631206,0.0150709219858156,0.0186170212765957,0.024822695035461,0.0310283687943262,0.0378250591016549
"Ocala, FL",365579,7,919,42,0,Rebounding,NaN,0.666666666666667,1  0  1  0  3  9  3  3  2  3  5  5  4,0.0217627856365615,0.0228509249183896,0.0261153427638738,0.0304678998911861,0.0359085963003264,0.0369967355821545,0.0337323177366703,0.0377221617700399
"Wichita Falls, TX",151254,8,661,47,0,Decreasing,NaN,-0.888888888888889,1  0  3  2  5  8  0  5  2  9  5  1  2,0.0363086232980333,0.037821482602118,0.0514372163388805,0.0544629349470499,0.0529500756429652,0.048411497730711,0.0376533871238864,0.0376533871238864
"Parkersburg-Vienna, WV",89339,2,313,8,0,Rebounding,NaN,0.444444444444444,0  0  1  0  1  0  0  1  0  0  1  2  2,0.00958466453674121,0.00958466453674121,0.00958466453674121,0.00958466453674121,0.0159744408945687,0.0191693290734824,0.0273340433084842,0.0369187078452254
"Fargo, ND-MN",246145,8,1416,61,1,Tapering,NaN,0.333333333333333,0   3   3   1   5   7   2   4  10   3  10   3   7,0.0176553672316384,0.0247175141242938,0.0247175141242938,0.0296610169491525,0.0310734463276836,0.0324858757062147,0.0327212806026365,0.0367231638418079
"Gainesville, FL",329128,7,1805,118,0,Rebounding,NaN,0.777777777777778,1   1   8   4   8  11   5   8   8   3   5  15   6,0.0254847645429363,0.0293628808864266,0.0304709141274238,0.028808864265928,0.0349030470914127,0.0337950138504155,0.0333641120344721,0.0366882117574638
"Charleston, WV",257074,10,1065,61,1,Decreasing,NaN,-1,0   1   1   3  11   3   3   5   9   8   2   1  10,0.0253521126760563,0.0338028169014084,0.0403755868544601,0.0413145539906103,0.0394366197183099,0.0384976525821596,0.0378716744913928,0.0363067292644757
"Tyler, TX",232751,10,1337,57,1,Rebounding,NaN,1.55555555555556,0   4   2   5   6   0   4   1   4   1   5  11   4,0.0164547494390426,0.0194465220643231,0.0172026925953628,0.0194465220643231,0.0239341810022438,0.0224382946896036,0.0297515166625114,0.0352364331421923
"Amarillo, TX",265053,10,1227,50,1,Decreasing,NaN,-0.777777777777778,2   1   0   0   2   0   5   0   7  15   0   9   6,0.00814995925020375,0.0122249388753056,0.0236348818255909,0.0236348818255909,0.0309698451507742,0.0342298288508557,0.037037037037037,0.0351353798786562
"Columbus, GA-AL",321048,11,1651,51,0,Tapering,NaN,0.555555555555555,0   2   2   1   3   1   1   6  10   1   7  11   4,0.00969109630526953,0.015748031496063,0.0151423379769836,0.0181708055723804,0.0242277407631738,0.0248334342822532,0.0293424860353994,0.0341880341880342
Knoxville,869046,21,3418,171,1,Decreasing,NaN,-2.66666666666667,8   5   8  10  10   8   9  19  29  15  20  11   8,0.0225277940315974,0.0286717378583967,0.0315974253949678,0.0351082504388531,0.0354008191925102,0.034815681685196,0.0347181587673103,0.0335478837526819
"Fort Wayne, IN",413263,13,1665,64,2,Rebounding,NaN,0.777777777777778,0   3   0   1  13   3   3   2   3  10   7  13   2,0.015015015015015,0.0168168168168168,0.021021021021021,0.0252252252252252,0.0324324324324324,0.0258258258258258,0.0293626960293627,0.0333667000333667
"Rochester, MN",221921,4,2145,113,2,Rebounding,NaN,0.777777777777778,5   3   5  11   5   6  12   8   3  10   6  10  12,0.0256410256410256,0.0247086247086247,0.027972027972028,0.0284382284382284,0.027972027972028,0.0312354312354312,0.0335146335146335,0.0333592333592334
"Macon-Bibb County, GA",229996,9,1319,51,1,Tapering,NaN,0.333333333333333,1  4  4  2  3  1  2  2  7  5  3  9  5,0.0144048521607278,0.0189537528430629,0.0197119029567854,0.0189537528430629,0.0242608036391205,0.0257771038665656,0.0298205711397523,0.0333586050037908
"Anchorage, AK",396317,10,1293,85,1,Rebounding,NaN,0.555555555555556,8   4   0  11   2  15  11   5   3   4   3   6   8,0.0433101314771848,0.0394431554524362,0.0394431554524362,0.0417633410672854,0.0378963650425367,0.0425367362722351,0.0361777090315373,0.0333419266133883
"Hot Springs, AR",99386,6,646,40,0,Rebounding,NaN,0.111111111111111,6  1  6  2  2  0  5  1  5  1  5  0  3,0.0356037151702786,0.0340557275541796,0.0340557275541796,0.0325077399380805,0.0294117647058824,0.0309597523219814,0.0354317165462676,0.0323357413140695
"Mansfield, OH",121154,4,508,14,0,Exponential,0.235930917022447,NaN,0  3  0  0  0  1  0  0  1  2  0  0  6,0.0078740157480315,0.00984251968503937,0.0078740157480315,0.0078740157480315,0.0078740157480315,0.0196850393700787,0.0242185685793588,0.0322546323683607
"Santa Rosa-Petaluma, CA",494336,12,2148,105,2,Rebounding,NaN,0.777777777777778,7   0   5   3   7   6   8   0  15   5  13   4  10,0.0167597765363128,0.0204841713221601,0.0228119180633147,0.026536312849162,0.0270018621973929,0.0283985102420857,0.0305193461618043,0.032071177322574
"Madera, CA",157327,2,462,28,1,Decreasing,NaN,-0.333333333333333,0  3  0  1  3  1  4  3  3  2  2  3  0,0.0324675324675325,0.038961038961039,0.0367965367965368,0.0411255411255411,0.0454545454545455,0.038961038961039,0.038961038961039,0.0317460317460318
"Killeen-Temple, TX",460303,12,1372,63,1,Decreasing,NaN,-0.222222222222222,6  2  2  1  5  3  0  8  8  2  5  2  9,0.0196793002915452,0.0211370262390671,0.0211370262390671,0.0233236151603499,0.0240524781341108,0.0269679300291545,0.0283446712018141,0.0317460317460317
"Lafayette-West Lafayette, IN",233002,8,829,33,2,Tapering,NaN,0.111111111111111,0  1  1  4  1  4  1  4  0  5  0  7  3,0.0193003618817853,0.0193003618817853,0.0241254523522316,0.02291917973462,0.0265379975874548,0.0289505428226779,0.028414421659295,0.0316311486395926
"Terre Haute, IN",186367,7,616,20,2,Rebounding,NaN,0.555555555555555,0  1  1  0  0  1  4  0  2  1  2  3  3,0.0113636363636364,0.0146103896103896,0.0146103896103896,0.0162337662337662,0.0211038961038961,0.025974025974026,0.0304834054834055,0.031024531024531
Little Rock,742384,26,4135,218,3,Exponential,0.0925498599552288,NaN,70   7  23   7   8   6   4   2  18  13  13  29  10,0.0307134220072551,0.0181378476420798,0.0195888754534462,0.0171704957678355,0.022490931076179,0.0229746070133011,0.0264028704885707,0.0307663876262214
"Columbia, MO",208173,7,844,77,1,Decreasing,NaN,-0.444444444444444,2   3   3  15   0  12   5   5   6   2   3   0   6,0.0533175355450237,0.0580568720379147,0.0568720379146919,0.0568720379146919,0.0390995260663507,0.0462085308056872,0.0344918378093734,0.0305423907319642
"Springfield, MO",470300,10,1488,83,7,Rebounding,NaN,0.666666666666667,7   2   3   3   7  14   5   7   2   3   3   0  15,0.032258064516129,0.0288978494623656,0.0295698924731183,0.0295698924731183,0.0275537634408602,0.0329301075268817,0.0284498207885305,0.0304659498207885
"Augusta-Richmond County, GA-SC",608980,16,3006,131,3,Decreasing,NaN,-3.33333333333333,1   3   2   3   9   5   4   1  50   8   9  16   4,0.00931470392548237,0.0256154357950765,0.0272787757817698,0.0296074517631404,0.0339321357285429,0.0322687957418496,0.0316034597471723,0.0302727877578177
"Hickory-Lenoir-Morganton, NC",369711,6,1194,42,2,Rebounding,NaN,1.11111111111111,3  1  4  5  2  2  4  1  2  2  3  5  7,0.0184254606365159,0.0175879396984925,0.0184254606365159,0.0175879396984925,0.0175879396984925,0.0217755443886097,0.0261492648427322,0.0297785222408338
Minneapolis,3640043,40,8364,557,14,Decreasing,NaN,-3.44444444444444,58  24  14  31  35  33  39  53  32  34  32  26  30,0.0343137254901961,0.0312051649928264,0.0324007651841224,0.0345528455284553,0.0339550454328073,0.0333572453371593,0.0320952229130134,0.0297040225304214
"Asheville, NC",462680,7,1469,58,2,Rebounding,NaN,1.11111111111111,5  4  0  7  1  4  6  1  7  0  6  9  3,0.0190605854322668,0.0204220558202859,0.0176991150442478,0.021783526208305,0.023144996596324,0.0245064669843431,0.0273806822479389,0.029649799561304
"Carbondale-Marion, IL",135764,5,615,13,1,Rebounding,NaN,0.777777777777778,0 -1  0  0  1  1  1  0  1  0  2  3  3,0.0032520325203252,0.0048780487804878,0.00650406504065041,0.00975609756097561,0.0146341463414634,0.0178861788617886,0.0231255645889792,0.0296296296296296
"Abilene, TX",172060,9,1051,27,1,Rebounding,NaN,0.888888888888889,0  0  0  1  1  1  6  2  3  0  4  5  4,0.0104662226450999,0.0133206470028544,0.0133206470028544,0.0171265461465271,0.0209324452901998,0.0237868696479543,0.0286499629982028,0.0296014377841209
"Elizabethtown-Fort Knox, KY",153928,4,542,14,0,Rebounding,NaN,0.666666666666667,1  0  0  0  0  0  4  0  1  0  0  0  7,0.00922509225092251,0.00922509225092251,0.00922509225092251,0.00922509225092251,0.00922509225092251,0.022140221402214,0.0289052890528905,0.029520295202952
"Bangor, ME",152148,6,773,22,0,Rebounding,NaN,1,1  1  0  1  1  4  1  1  0  0  4  4  2,0.0129366106080207,0.0116429495472186,0.0103492884864166,0.0155239327296248,0.019404915912031,0.0206985769728331,0.0224234583872359,0.0293229840448469
"Lexington-Fayette, KY",517056,15,2745,170,8,Decreasing,NaN,-2.77777777777778,6   1  13   0   0   0  59  17  34   0   6   0  20,0.0349726775956284,0.0451730418943534,0.0448087431693989,0.0422586520947177,0.0422586520947177,0.0495446265938069,0.0506780004047764,0.0293058085407812
"Huntington-Ashland, WV-KY-OH",355873,11,1851,32,1,Exponential,0.337480609952844,NaN,0   0   1   1   0   1   0   2   4   1   3   3  15,0.00270124257158293,0.00486223662884927,0.00540248514316586,0.00648298217179903,0.0075634792004322,0.015667206915181,0.0209613071412701,0.0287646354532656
"Evansville, IN-KY",315086,11,1716,58,0,Rebounding,NaN,1.66666666666667,0   1  -1   7   2   9  10   0   4   2   3  13   5,0.0163170163170163,0.0186480186480186,0.0192307692307692,0.0215617715617716,0.0250582750582751,0.0268065268065268,0.0275835275835276,0.0287490287490287
"Blacksburg-Christiansburg, VA",167531,5,465,8,0,Rebounding,NaN,0.666666666666667,0  0  1  0  1  0  0  0  0  0  0  1  5,0.0043010752688172,0.0043010752688172,0.0043010752688172,0.0021505376344086,0.0043010752688172,0.0129032258064516,0.0200716845878136,0.028673835125448
"Manhattan, KS",130285,7,532,13,0,Tapering,NaN,0.222222222222222,0  0  0  1  1  0  0  0  1  3  1  5  0,0.0037593984962406,0.0056390977443609,0.0112781954887218,0.0131578947368421,0.0206766917293233,0.018796992481203,0.0233918128654971,0.0284043441938179
"Williamsport, PA",113299,4,302,10,0,Decreasing,NaN,-0.111111111111111,0  0  1  0  1  0  1  1  2  1  0  1  2,0.0132450331125828,0.0198675496688742,0.0231788079470199,0.0198675496688742,0.0231788079470199,0.0264900662251656,0.02906548933039,0.0279617365710081
"Odessa, TX",166223,5,1016,22,0,Tapering,NaN,0.333333333333333,0   0   0   0   0   1   2   4   3   1   1  10   0,0.00688976377952756,0.00984251968503937,0.0108267716535433,0.0118110236220472,0.0216535433070866,0.0216535433070866,0.0249343832020997,0.0275590551181102
"Bowling Green, KY",179240,5,758,26,0,Tapering,NaN,0.111111111111111,2  0  2  0  0  0  5  3  4  0  0  0  8,0.0158311345646438,0.0184696569920844,0.0184696569920844,0.0158311345646438,0.0158311345646438,0.0263852242744063,0.030196423336265,0.0275579009088244
"Billings, MT",181667,5,663,39,0,Rebounding,NaN,0.111111111111111,0  1  5  2  6  3  3  0  5  1  4  1  2,0.0301659125188537,0.0377073906485671,0.0377073906485671,0.0361990950226244,0.0346907993966818,0.028657616892911,0.0279872632813809,0.0274844980727334
Omaha,949442,27,4784,201,1,Decreasing,NaN,-2.55555555555556,0  13   4   4   7   9   6  24  25  19  19  13  13,0.014005016722408,0.0192307692307692,0.0204849498327759,0.0236204013377926,0.0255016722408027,0.0267558528428094,0.02694165737644,0.0272203641768859
"Topeka, KS",231969,7,931,33,2,Rebounding,NaN,0.333333333333333,0  0  3  2  2  2  6  2  4  1  2  7  1,0.0182599355531686,0.0225563909774436,0.0236305048335124,0.0225563909774436,0.0279269602577873,0.0268528464017186,0.0290010741138561,0.0272108843537415
Dayton,807611,21,3904,149,12,Tapering,NaN,0.222222222222223,6   7   4   1  17   7  10   9  15  14  10  13  17,0.015625,0.0179303278688525,0.0197233606557377,0.0212602459016393,0.0243340163934426,0.0243340163934426,0.0260701275045537,0.0270947176684882
