MSA_FIPS,MSA,MSA_Short_Name,County_FIPS,County,Population,Hospitals,Beds
33260,"Midland, TX","Midland, TX",48317,"Martin, TX",5771,2,43
41700,"San Antonio-New Braunfels, TX",San Antonio,48325,"Medina, TX",51584,1,25
33260,"Midland, TX","Midland, TX",48329,"Midland, TX",176832,5,669
26420,"Houston-The Woodlands-Sugar Land, TX",Houston,48339,"Montgomery, TX",607391,17,1913
18580,"Corpus Christi, TX","Corpus Christi, TX",48355,"Nueces, TX",362294,14,2224
11100,"Amarillo, TX","Amarillo, TX",48359,"Oldham, TX",2112,0,0
13140,"Beaumont-Port Arthur, TX","Beaumont-Port Arthur, TX",48361,"Orange, TX",83396,1,94
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,48367,"Parker, TX",142878,2,125
11100,"Amarillo, TX","Amarillo, TX",48375,"Potter, TX",117415,9,1223
11100,"Amarillo, TX","Amarillo, TX",48381,"Randall, TX",137713,1,4
17780,"College Station-Bryan, TX","College Station-Bryan, TX",48395,"Robertson, TX",17074,0,0
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,48397,"Rockwall, TX",104915,3,170
30980,"Longview, TX","Longview, TX",48401,"Rusk, TX",54406,1,96
18580,"Corpus Christi, TX","Corpus Christi, TX",48409,"San Patricio, TX",66730,1,75
46340,"Tyler, TX","Tyler, TX",48423,"Smith, TX",232751,10,1337
41660,"San Angelo, TX","San Angelo, TX",48431,"Sterling, TX",1291,0,0
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,48439,"Tarrant, TX",2102515,54,6814
10180,"Abilene, TX","Abilene, TX",48441,"Taylor, TX",138034,6,956
41660,"San Angelo, TX","San Angelo, TX",48451,"Tom Green, TX",119200,4,614
12420,"Austin-Round Rock-Georgetown, TX",Austin,48453,"Travis, TX",1273954,28,3981
30980,"Longview, TX","Longview, TX",48459,"Upshur, TX",41753,1,37
47020,"Victoria, TX","Victoria, TX",48469,"Victoria, TX",92084,6,723
26420,"Houston-The Woodlands-Sugar Land, TX",Houston,48473,"Waller, TX",55246,0,0
29700,"Laredo, TX","Laredo, TX",48479,"Webb, TX",276652,6,655
48660,"Wichita Falls, TX","Wichita Falls, TX",48485,"Wichita, TX",132230,7,636
12420,"Austin-Round Rock-Georgetown, TX",Austin,48491,"Williamson, TX",590551,12,1009
41700,"San Antonio-New Braunfels, TX",San Antonio,48493,"Wilson, TX",51070,1,44
19100,"Dallas-Fort Worth-Arlington, TX",Dallas,48497,"Wise, TX",69984,3,184
36260,"Ogden-Clearfield, UT","Ogden-Clearfield, UT",49003,"Box Elder, UT",56046,2,53
30860,"Logan, UT-ID","Logan, UT-ID",49005,"Cache, UT",128289,2,150
36260,"Ogden-Clearfield, UT","Ogden-Clearfield, UT",49011,"Davis, UT",355481,5,656
39340,"Provo-Orem, UT","Provo-Orem, UT",49023,"Juab, UT",12017,1,25
36260,"Ogden-Clearfield, UT","Ogden-Clearfield, UT",49029,"Morgan, UT",12124,0,0
41620,"Salt Lake City, UT",Salt Lake City,49035,"Salt Lake, UT",1160437,24,3394
41620,"Salt Lake City, UT",Salt Lake City,49045,"Tooele, UT",72259,1,31
39340,"Provo-Orem, UT","Provo-Orem, UT",49049,"Utah, UT",636235,10,1341
41100,"St. George, UT","St. George, UT",49053,"Washington, UT",177556,2,338
36260,"Ogden-Clearfield, UT","Ogden-Clearfield, UT",49057,"Weber, UT",260213,2,477
15540,"Burlington-South Burlington, VT","Burlington-South Burlington, VT",50007,"Chittenden, VT",163774,1,562
15540,"Burlington-South Burlington, VT","Burlington-South Burlington, VT",50011,"Franklin, VT",49402,1,70
15540,"Burlington-South Burlington, VT","Burlington-South Burlington, VT",50013,"Grand Isle, VT",7235,0,0
16820,"Charlottesville, VA","Charlottesville, VA",51003,"Albemarle County, VA",109330,4,285
40060,"Richmond, VA",Richmond,51007,"Amelia, VA",13145,0,0
31340,"Lynchburg, VA","Lynchburg, VA",51009,"Amherst, VA",31605,0,0
31340,"Lynchburg, VA","Lynchburg, VA",51011,"Appomattox, VA",15911,0,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51013,"Arlington, VA",236842,1,334
44420,"Staunton, VA","Staunton, VA",51015,"Augusta County, VA",75558,1,255
31340,"Lynchburg, VA","Lynchburg, VA",51019,"Bedford, VA",78997,0,0
40220,"Roanoke, VA","Roanoke, VA",51023,"Botetourt, VA",33419,0,0
31340,"Lynchburg, VA","Lynchburg, VA",51031,"Campbell County, VA",54885,0,0
40060,"Richmond, VA",Richmond,51033,"Caroline County, VA",30725,0,0
40060,"Richmond, VA",Richmond,51036,"Charles City, VA",6963,0,0
40060,"Richmond, VA",Richmond,51041,"Chesterfield, VA",352802,4,466
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51043,"Clarke, VA",14619,0,0
40220,"Roanoke, VA","Roanoke, VA",51045,"Craig, VA",5131,0,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51047,"Culpeper, VA",52605,1,70
40060,"Richmond, VA",Richmond,51049,"Cumberland County, VA",9932,0,0
40060,"Richmond, VA",Richmond,51053,"Dinwiddie County, VA",28544,1,77
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51059,"Fairfax County, VA",1147532,8,1785
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51061,"Fauquier, VA",71222,1,97
16820,"Charlottesville, VA","Charlottesville, VA",51065,"Fluvanna, VA",27270,0,0
40220,"Roanoke, VA","Roanoke, VA",51067,"Franklin, VA",56042,1,37
49020,"Winchester, VA-WV","Winchester, VA-WV",51069,"Frederick County, VA",89313,0,0
13980,"Blacksburg-Christiansburg, VA","Blacksburg-Christiansburg, VA",51071,"Giles, VA",16720,2,50
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51073,"Gloucester, VA",37348,1,67
40060,"Richmond, VA",Richmond,51075,"Goochland, VA",23753,0,0
16820,"Charlottesville, VA","Charlottesville, VA",51079,"Greene, VA",19819,0,0
40060,"Richmond, VA",Richmond,51085,"Hanover, VA",107766,2,265
40060,"Richmond, VA",Richmond,51087,"Henrico, VA",330818,5,1031
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51093,"Isle of Wight, VA",37109,0,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51095,"James City County, VA",76523,2,134
40060,"Richmond, VA",Richmond,51097,"King and Queen, VA",7025,0,0
40060,"Richmond, VA",Richmond,51101,"King William, VA",17148,0,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51107,"Loudoun, VA",413538,4,462
40060,"Richmond, VA",Richmond,51109,"Louisa County, VA",37591,0,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51113,"Madison, VA",13261,0,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51115,"Mathews, VA",8834,0,0
13980,"Blacksburg-Christiansburg, VA","Blacksburg-Christiansburg, VA",51121,"Montgomery County, VA",98535,2,280
16820,"Charlottesville, VA","Charlottesville, VA",51125,"Nelson, VA",14930,0,0
40060,"Richmond, VA",Richmond,51127,"New Kent, VA",23091,1,110
40060,"Richmond, VA",Richmond,51145,"Powhatan, VA",29652,0,0
40060,"Richmond, VA",Richmond,51149,"Prince George County, VA",38353,0,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51153,"Prince William County, VA",470335,3,320
13980,"Blacksburg-Christiansburg, VA","Blacksburg-Christiansburg, VA",51155,"Pulaski, VA",34027,1,135
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51157,"Rappahannock, VA",7370,0,0
40220,"Roanoke, VA","Roanoke, VA",51161,"Roanoke County, VA",94186,1,110
25500,"Harrisonburg, VA","Harrisonburg, VA",51165,"Rockingham County, VA",81948,1,238
28700,"Kingsport-Bristol, TN-VA","Kingsport-Bristol, TN-VA",51169,"Scott, VA",21566,0,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51177,"Spotsylvania County, VA",136215,1,100
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51179,"Stafford, VA",152882,1,100
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51181,"Surry County, VA",6422,0,0
40060,"Richmond, VA",Richmond,51183,"Sussex, VA",11159,0,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51187,"Warren, VA",40164,1,60
28700,"Kingsport-Bristol, TN-VA","Kingsport-Bristol, TN-VA",51191,"Washington County, VA",53740,2,251
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51199,"York County, VA",68280,2,222
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51510,"Alexandria (Independent City), VA",159428,1,318
28700,"Kingsport-Bristol, TN-VA","Kingsport-Bristol, TN-VA",51520,"Bristol City, VA",16762,2,53
16820,"Charlottesville, VA","Charlottesville, VA",51540,"Charlottesville City, VA",47266,1,614
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51550,"Chesapeake (Independent City), VA",244835,1,310
40060,"Richmond, VA",Richmond,51570,"Colonial Heights City, VA",17370,0,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51600,"Fairfax City, VA",24019,0,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51610,"Falls Church City, VA",14617,0,0
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51630,"Fredericksburg City, VA",29036,2,472
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51650,"Hampton (Independent City), VA",134510,3,812
25500,"Harrisonburg, VA","Harrisonburg, VA",51660,"Harrisonburg City, VA",53016,1,270
40060,"Richmond, VA",Richmond,51670,"Hopewell City, VA",22529,2,447
31340,"Lynchburg, VA","Lynchburg, VA",51680,"Lynchburg City, VA",82168,3,738
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51683,"Manassas City, VA",41085,1,130
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,51685,"Manassas Park City, VA",17478,0,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51700,"Newport News (Independent City), VA",179225,5,792
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51710,"Norfolk (Independent City), VA",242742,7,1400
40060,"Richmond, VA",Richmond,51730,"Petersburg City, VA",31346,3,572
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51735,"Poquoson City, VA",12271,0,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51740,"Portsmouth (Independent City), VA",94398,2,423
13980,"Blacksburg-Christiansburg, VA","Blacksburg-Christiansburg, VA",51750,"Radford City, VA",18249,0,0
40060,"Richmond, VA",Richmond,51760,"Richmond City, VA",230436,6,1689
40220,"Roanoke, VA","Roanoke, VA",51770,"Roanoke (Independent City), VA",99143,2,934
40220,"Roanoke, VA","Roanoke, VA",51775,"Salem City, VA",25301,2,794
44420,"Staunton, VA","Staunton, VA",51790,"Staunton City, VA",24932,2,154
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51800,"Suffolk (Independent City), VA",92108,3,304
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51810,"Virginia Beach (Independent City), VA",449974,4,700
44420,"Staunton, VA","Staunton, VA",51820,"Waynesboro City, VA",22630,0,0
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51830,"Williamsburg City, VA",14954,1,40
49020,"Winchester, VA-WV","Winchester, VA-WV",51840,"Winchester City, VA",28078,2,488
30300,"Lewiston, ID-WA","Lewiston, ID-WA",53003,"Asotin, WA",22582,1,25
28420,"Kennewick-Richland, WA","Kennewick-Richland, WA",53005,"Benton, WA",204390,4,447
48300,"Wenatchee, WA","Wenatchee, WA",53007,"Chelan, WA",77200,4,251
38900,"Portland-Vancouver-Hillsboro, OR-WA","Portland, OR",53011,"Clark, WA",488241,4,734
31020,"Longview, WA","Longview, WA",53015,"Cowlitz, WA",110593,2,279
48300,"Wenatchee, WA","Wenatchee, WA",53017,"Douglas, WA",43429,0,0
28420,"Kennewick-Richland, WA","Kennewick-Richland, WA",53021,"Franklin, WA",95222,1,106
42660,"Seattle-Tacoma-Bellevue, WA",Seattle,53033,"King, WA",2252782,32,5923
14740,"Bremerton-Silverdale-Port Orchard, WA","Bremerton-Silverdale-Port Orchard, WA",53035,"Kitsap, WA",271473,4,458
42660,"Seattle-Tacoma-Bellevue, WA",Seattle,53053,"Pierce, WA",904980,12,2538
34580,"Mount Vernon-Anacortes, WA","Mount Vernon-Anacortes, WA",53057,"Skagit, WA",129205,3,205
38900,"Portland-Vancouver-Hillsboro, OR-WA","Portland, OR",53059,"Skamania, WA",12083,0,0
42660,"Seattle-Tacoma-Bellevue, WA",Seattle,53061,"Snohomish, WA",822083,8,1017
44060,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA",53063,"Spokane, WA",522798,10,1881
44060,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA",53065,"Stevens, WA",45723,2,90
36500,"Olympia-Lacey-Tumwater, WA","Olympia-Lacey-Tumwater, WA",53067,"Thurston, WA",290536,2,474
47460,"Walla Walla, WA","Walla Walla, WA",53071,"Walla Walla, WA",60760,3,316
13380,"Bellingham, WA","Bellingham, WA",53073,"Whatcom, WA",229247,2,330
49420,"Yakima, WA","Yakima, WA",53077,"Yakima, WA",250873,4,528
25180,"Hagerstown-Martinsburg, MD-WV","Hagerstown-Martinsburg, MD-WV",54003,"Berkeley, WV",119171,2,318
16620,"Charleston, WV","Charleston, WV",54005,"Boone, WV",21457,1,25
48260,"Weirton-Steubenville, WV-OH","Weirton-Steubenville, WV-OH",54009,"Brooke, WV",21939,2,251
26580,"Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH",54011,"Cabell, WV",91945,6,1051
16620,"Charleston, WV","Charleston, WV",54015,"Clay, WV",8508,0,0
13220,"Beckley, WV","Beckley, WV",54019,"Fayette, WV",42406,2,94
49020,"Winchester, VA-WV","Winchester, VA-WV",54027,"Hampshire, WV",23175,1,44
48260,"Weirton-Steubenville, WV-OH","Weirton-Steubenville, WV-OH",54029,"Hancock, WV",28810,0,0
16620,"Charleston, WV","Charleston, WV",54035,"Jackson, WV",28576,1,46
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,54037,"Jefferson, WV",57146,1,25
16620,"Charleston, WV","Charleston, WV",54039,"Kanawha, WV",178124,8,994
16620,"Charleston, WV","Charleston, WV",54043,"Lincoln, WV",20409,0,0
48540,"Wheeling, WV-OH","Wheeling, WV-OH",54051,"Marshall, WV",30531,1,127
19060,"Cumberland, MD-WV","Cumberland, MD-WV",54057,"Mineral, WV",26868,1,25
34060,"Morgantown, WV","Morgantown, WV",54061,"Monongalia, WV",105612,3,940
25180,"Hagerstown-Martinsburg, MD-WV","Hagerstown-Martinsburg, MD-WV",54065,"Morgan, WV",17884,1,41
48540,"Wheeling, WV-OH","Wheeling, WV-OH",54069,"Ohio, WV",41411,4,650
34060,"Morgantown, WV","Morgantown, WV",54077,"Preston, WV",33432,2,50
26580,"Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH",54079,"Putnam, WV",56450,1,70
13220,"Beckley, WV","Beckley, WV",54081,"Raleigh, WV",73361,3,550
26580,"Huntington-Ashland, WV-KY-OH","Huntington-Ashland, WV-KY-OH",54099,"Wayne, WV",39402,1,77
37620,"Parkersburg-Vienna, WV","Parkersburg-Vienna, WV",54105,"Wirt, WV",5821,0,0
37620,"Parkersburg-Vienna, WV","Parkersburg-Vienna, WV",54107,"Wood, WV",83518,2,313
24580,"Green Bay, WI","Green Bay, WI",55009,"Brown, WI",264542,8,1278
11540,"Appleton, WI","Appleton, WI",55015,"Calumet, WI",50089,1,25
20740,"Eau Claire, WI","Eau Claire, WI",55017,"Chippewa, WI",64658,2,218
31540,"Madison, WI","Madison, WI",55021,"Columbia, WI",57532,2,98
31540,"Madison, WI","Madison, WI",55025,"Dane, WI",546695,9,2150
20260,"Duluth, MN-WI","Duluth, MN-WI",55031,"Douglas, WI",43150,1,25
20740,"Eau Claire, WI","Eau Claire, WI",55035,"Eau Claire, WI",104646,3,661
22540,"Fond du Lac, WI","Fond du Lac, WI",55039,"Fond du Lac, WI",103403,4,214
31540,"Madison, WI","Madison, WI",55045,"Green, WI",36960,1,95
31540,"Madison, WI","Madison, WI",55049,"Iowa, WI",23678,1,25
16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,55059,"Kenosha, WI",169561,3,517
24580,"Green Bay, WI","Green Bay, WI",55061,"Kewaunee, WI",20434,0,0
29100,"La Crosse-Onalaska, WI-MN","La Crosse-Onalaska, WI-MN",55063,"La Crosse, WI",118016,2,656
48140,"Wausau-Weston, WI","Wausau-Weston, WI",55069,"Lincoln, WI",27593,2,43
48140,"Wausau-Weston, WI","Wausau-Weston, WI",55073,"Marathon, WI",135692,3,440
33340,"Milwaukee-Waukesha, WI",Milwaukee,55079,"Milwaukee, WI",945726,22,4820
24580,"Green Bay, WI","Green Bay, WI",55083,"Oconto, WI",37930,2,35
11540,"Appleton, WI","Appleton, WI",55087,"Outagamie, WI",187885,3,517
33340,"Milwaukee-Waukesha, WI",Milwaukee,55089,"Ozaukee, WI",89221,3,326
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,55093,"Pierce, WI",42754,0,0
39540,"Racine, WI","Racine, WI",55101,"Racine, WI",196311,4,715
27500,"Janesville-Beloit, WI","Janesville-Beloit, WI",55105,"Rock, WI",163354,4,564
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,55109,"St. Croix, WI",90687,5,125
43100,"Sheboygan, WI","Sheboygan, WI",55117,"Sheboygan, WI",115340,2,370
33340,"Milwaukee-Waukesha, WI",Milwaukee,55131,"Washington, WI",136034,2,141
33340,"Milwaukee-Waukesha, WI",Milwaukee,55133,"Waukesha, WI",404198,9,1305
36780,"Oshkosh-Neenah, WI","Oshkosh-Neenah, WI",55139,"Winnebago, WI",171907,5,795
16940,"Cheyenne, WY","Cheyenne, WY",56021,"Laramie, WY",99500,2,283
16220,"Casper, WY","Casper, WY",56025,"Natrona, WY",79858,6,454
